timestamp,cpu_percent,mem_usage,mem_percent,net_io,block_io,pids
2026-03-15T22:11:20.0934645+02:00,0.38%,163.5MiB / 3.672GiB,4.35%,156kB / 650kB,13.4MB / 0B,21
2026-03-15T22:11:23.2027003+02:00,0.89%,163.5MiB / 3.672GiB,4.35%,158kB / 659kB,13.4MB / 0B,21
2026-03-15T22:11:26.3568359+02:00,0.20%,163.5MiB / 3.672GiB,4.35%,158kB / 660kB,13.4MB / 0B,21
2026-03-15T22:11:28.4866321+02:00,0.28%,163.5MiB / 3.672GiB,4.35%,158kB / 660kB,13.4MB / 0B,21
2026-03-15T22:11:31.5937070+02:00,0.74%,163.5MiB / 3.672GiB,4.35%,159kB / 662kB,13.4MB / 0B,21
2026-03-15T22:11:34.6588866+02:00,0.32%,163.5MiB / 3.672GiB,4.35%,159kB / 662kB,13.4MB / 0B,21
2026-03-15T22:11:37.7091110+02:00,1.64%,163.5MiB / 3.672GiB,4.35%,160kB / 671kB,13.4MB / 0B,21
2026-03-15T22:11:39.8818083+02:00,0.94%,163.5MiB / 3.672GiB,4.35%,160kB / 672kB,13.4MB / 0B,21
2026-03-15T22:11:43.0128092+02:00,0.57%,163.5MiB / 3.672GiB,4.35%,161kB / 673kB,13.4MB / 0B,21
2026-03-15T22:11:46.2593594+02:00,2.51%,163.5MiB / 3.672GiB,4.35%,161kB / 674kB,13.4MB / 0B,21
2026-03-15T22:11:48.4131872+02:00,0.29%,163.5MiB / 3.672GiB,4.35%,162kB / 674kB,13.4MB / 0B,21
2026-03-15T22:11:50.6349427+02:00,0.41%,163.5MiB / 3.672GiB,4.35%,162kB / 675kB,13.4MB / 0B,21
2026-03-15T22:11:53.8360689+02:00,1.17%,163.5MiB / 3.672GiB,4.35%,163kB / 684kB,13.4MB / 0B,21
2026-03-15T22:11:56.0685011+02:00,1.63%,163.5MiB / 3.672GiB,4.35%,163kB / 685kB,13.4MB / 0B,21
2026-03-15T22:11:58.2696687+02:00,1.41%,163.5MiB / 3.672GiB,4.35%,164kB / 685kB,13.4MB / 0B,21
2026-03-15T22:12:00.4741664+02:00,1.39%,163.5MiB / 3.672GiB,4.35%,164kB / 686kB,13.4MB / 0B,21
2026-03-15T22:12:03.5719676+02:00,2.66%,163.5MiB / 3.672GiB,4.35%,165kB / 687kB,13.4MB / 0B,21
2026-03-15T22:12:06.7291569+02:00,0.28%,163.5MiB / 3.672GiB,4.35%,165kB / 688kB,13.4MB / 0B,21
2026-03-15T22:12:08.8881830+02:00,0.29%,163.5MiB / 3.672GiB,4.35%,166kB / 697kB,13.4MB / 0B,21
2026-03-15T22:12:12.0828356+02:00,1.60%,163.5MiB / 3.672GiB,4.35%,166kB / 698kB,13.4MB / 0B,21
2026-03-15T22:12:15.2358767+02:00,0.29%,163.5MiB / 3.672GiB,4.35%,167kB / 698kB,13.4MB / 0B,21
2026-03-15T22:12:17.3638764+02:00,0.27%,163.5MiB / 3.672GiB,4.35%,167kB / 699kB,13.4MB / 0B,21
2026-03-15T22:12:19.5085278+02:00,0.28%,163.5MiB / 3.672GiB,4.35%,167kB / 699kB,13.4MB / 0B,21
2026-03-15T22:12:22.6571647+02:00,1.85%,163.5MiB / 3.672GiB,4.35%,168kB / 709kB,13.4MB / 0B,21
2026-03-15T22:12:25.9072656+02:00,0.76%,163.5MiB / 3.672GiB,4.35%,169kB / 710kB,13.4MB / 0B,21
2026-03-15T22:12:28.0384721+02:00,0.95%,163.5MiB / 3.672GiB,4.35%,169kB / 711kB,13.4MB / 0B,21
2026-03-15T22:12:30.2050082+02:00,1.71%,163.5MiB / 3.672GiB,4.35%,170kB / 711kB,13.4MB / 0B,21
2026-03-15T22:12:33.3195937+02:00,0.26%,163.5MiB / 3.672GiB,4.35%,170kB / 712kB,13.4MB / 0B,21
