timestamp,cpu_percent,mem_usage,mem_percent,net_io,block_io,pids
2026-03-15T23:08:25.4002033+02:00,102.37%,160.4MiB / 3.672GiB,4.27%,58.6MB / 31.2MB,90.1kB / 0B,21
2026-03-15T23:08:27.4711260+02:00,99.48%,160.1MiB / 3.672GiB,4.26%,59.6MB / 31.8MB,90.1kB / 0B,22
2026-03-15T23:08:30.5684851+02:00,100.55%,159.7MiB / 3.672GiB,4.25%,60.9MB / 32.7MB,90.1kB / 0B,21
2026-03-15T23:08:32.6733965+02:00,102.20%,160.4MiB / 3.672GiB,4.27%,61.9MB / 33.3MB,90.1kB / 0B,22
2026-03-15T23:08:34.7766038+02:00,103.61%,159.9MiB / 3.672GiB,4.25%,63.6MB / 34.1MB,90.1kB / 0B,21
2026-03-15T23:08:36.8874395+02:00,104.14%,160.1MiB / 3.672GiB,4.26%,65.4MB / 34.9MB,90.1kB / 0B,22
2026-03-15T23:08:40.0754576+02:00,102.29%,159.8MiB / 3.672GiB,4.25%,67.4MB / 35.9MB,90.1kB / 0B,22
2026-03-15T23:08:43.1652663+02:00,104.62%,160.4MiB / 3.672GiB,4.27%,69.6MB / 36.9MB,90.1kB / 0B,22
2026-03-15T23:08:45.2807015+02:00,103.40%,160MiB / 3.672GiB,4.25%,71.3MB / 37.7MB,90.1kB / 0B,22
2026-03-15T23:08:47.3936063+02:00,104.13%,160.4MiB / 3.672GiB,4.26%,73MB / 38.5MB,90.1kB / 0B,22
2026-03-15T23:08:50.5744787+02:00,103.71%,159.8MiB / 3.672GiB,4.25%,74.9MB / 39.4MB,90.1kB / 0B,22
2026-03-15T23:08:52.7069087+02:00,104.17%,160.1MiB / 3.672GiB,4.26%,76.3MB / 40.1MB,90.1kB / 0B,22
2026-03-15T23:08:54.8122066+02:00,104.96%,160.3MiB / 3.672GiB,4.26%,78MB / 40.9MB,90.1kB / 0B,22
2026-03-15T23:08:56.9057501+02:00,99.47%,160.3MiB / 3.672GiB,4.26%,79.7MB / 41.7MB,90.1kB / 0B,22
2026-03-15T23:08:59.0446678+02:00,100.40%,159.9MiB / 3.672GiB,4.25%,81MB / 42.3MB,90.1kB / 0B,21
2026-03-15T23:09:02.2353170+02:00,101.98%,160.4MiB / 3.672GiB,4.27%,82.4MB / 43.1MB,90.1kB / 0B,22
2026-03-15T23:09:04.3581621+02:00,101.77%,160.2MiB / 3.672GiB,4.26%,83.7MB / 43.8MB,90.1kB / 0B,22
2026-03-15T23:09:06.4687608+02:00,103.56%,160.5MiB / 3.672GiB,4.27%,85.5MB / 44.6MB,90.1kB / 0B,22
2026-03-15T23:09:08.6147976+02:00,102.70%,160.3MiB / 3.672GiB,4.26%,86.8MB / 45.2MB,90.1kB / 0B,22
2026-03-15T23:09:11.7598120+02:00,102.82%,160MiB / 3.672GiB,4.26%,88.8MB / 46.2MB,90.1kB / 0B,22
2026-03-15T23:09:13.8891546+02:00,103.51%,160.3MiB / 3.672GiB,4.26%,90.5MB / 47MB,90.1kB / 0B,22
2026-03-15T23:09:15.9986315+02:00,104.84%,160.1MiB / 3.672GiB,4.26%,92.3MB / 47.8MB,90.1kB / 0B,22
2026-03-15T23:09:18.1721675+02:00,39.87%,159.7MiB / 3.672GiB,4.25%,93.4MB / 48.3MB,90.1kB / 0B,21
2026-03-15T23:09:21.3507518+02:00,0.23%,159.6MiB / 3.672GiB,4.25%,93.4MB / 48.3MB,90.1kB / 0B,21
2026-03-15T23:09:23.4678948+02:00,0.23%,159.7MiB / 3.672GiB,4.25%,93.4MB / 48.3MB,90.1kB / 0B,21
2026-03-15T23:09:25.5634556+02:00,0.27%,159.6MiB / 3.672GiB,4.25%,93.4MB / 48.3MB,90.1kB / 0B,21
2026-03-15T23:09:27.6323197+02:00,0.16%,159.7MiB / 3.672GiB,4.25%,93.4MB / 48.3MB,90.1kB / 0B,21
2026-03-15T23:09:30.7144953+02:00,0.56%,159.6MiB / 3.672GiB,4.25%,93.4MB / 48.4MB,90.1kB / 0B,21
2026-03-15T23:09:32.7996185+02:00,0.20%,159.7MiB / 3.672GiB,4.25%,93.4MB / 48.4MB,90.1kB / 0B,21
