timestamp,cpu_percent,mem_usage,mem_percent,net_io,block_io,pids
2026-03-15T22:21:08.4567183+02:00,102.41%,168.4MiB / 3.672GiB,4.48%,14.9MB / 9.14MB,13.9MB / 0B,21
2026-03-15T22:21:10.6913504+02:00,105.42%,168.4MiB / 3.672GiB,4.48%,15.2MB / 9.33MB,13.9MB / 0B,22
2026-03-15T22:21:14.1170406+02:00,102.84%,168.7MiB / 3.672GiB,4.49%,15.9MB / 9.72MB,13.9MB / 0B,22
2026-03-15T22:21:17.3640682+02:00,107.31%,168.6MiB / 3.672GiB,4.48%,16.6MB / 10.1MB,13.9MB / 0B,21
2026-03-15T22:21:19.5866996+02:00,106.50%,168.6MiB / 3.672GiB,4.48%,17.1MB / 10.4MB,13.9MB / 0B,22
2026-03-15T22:21:23.0198250+02:00,106.37%,168.6MiB / 3.672GiB,4.49%,17.8MB / 10.8MB,13.9MB / 0B,22
2026-03-15T22:21:26.2510759+02:00,105.57%,168.6MiB / 3.672GiB,4.48%,18.6MB / 11.3MB,13.9MB / 0B,21
2026-03-15T22:21:28.4601317+02:00,106.22%,168.5MiB / 3.672GiB,4.48%,19.1MB / 11.6MB,13.9MB / 0B,22
2026-03-15T22:21:31.8052069+02:00,106.68%,168.8MiB / 3.672GiB,4.49%,19.8MB / 12MB,13.9MB / 0B,22
2026-03-15T22:21:35.0803227+02:00,102.62%,168.4MiB / 3.672GiB,4.48%,20.5MB / 12.4MB,13.9MB / 0B,22
2026-03-15T22:21:37.2467528+02:00,102.20%,168.7MiB / 3.672GiB,4.49%,21.1MB / 12.7MB,13.9MB / 0B,22
2026-03-15T22:21:39.4381357+02:00,106.34%,168.6MiB / 3.672GiB,4.48%,21.7MB / 13MB,13.9MB / 0B,22
2026-03-15T22:21:42.7199797+02:00,107.52%,168.8MiB / 3.672GiB,4.49%,22.4MB / 13.4MB,13.9MB / 0B,21
2026-03-15T22:21:46.0372013+02:00,106.41%,169MiB / 3.672GiB,4.49%,23MB / 13.8MB,13.9MB / 0B,22
2026-03-15T22:21:48.2674071+02:00,103.70%,168.7MiB / 3.672GiB,4.49%,23.5MB / 14.1MB,13.9MB / 0B,22
2026-03-15T22:21:50.5240275+02:00,106.91%,168.4MiB / 3.672GiB,4.48%,24MB / 14.3MB,13.9MB / 0B,22
2026-03-15T22:21:53.8274202+02:00,111.03%,168.8MiB / 3.672GiB,4.49%,24.5MB / 14.6MB,13.9MB / 0B,22
2026-03-15T22:21:57.0365303+02:00,106.50%,168.7MiB / 3.672GiB,4.49%,25.3MB / 15MB,13.9MB / 0B,22
2026-03-15T22:21:59.2296083+02:00,105.68%,168.9MiB / 3.672GiB,4.49%,25.8MB / 15.3MB,13.9MB / 0B,22
2026-03-15T22:22:02.6873029+02:00,109.24%,169.3MiB / 3.672GiB,4.50%,26.4MB / 15.7MB,13.9MB / 0B,22
2026-03-15T22:22:05.8445840+02:00,3.85%,168.2MiB / 3.672GiB,4.47%,26.4MB / 15.7MB,13.9MB / 0B,21
2026-03-15T22:22:07.9603607+02:00,0.44%,168.2MiB / 3.672GiB,4.47%,26.4MB / 15.7MB,13.9MB / 0B,21
2026-03-15T22:22:10.1613137+02:00,0.60%,168.2MiB / 3.672GiB,4.47%,26.4MB / 15.7MB,13.9MB / 0B,21
2026-03-15T22:22:13.4739302+02:00,1.45%,168.2MiB / 3.672GiB,4.47%,26.4MB / 15.7MB,13.9MB / 0B,21
2026-03-15T22:22:16.6988992+02:00,0.65%,168.2MiB / 3.672GiB,4.47%,26.4MB / 15.7MB,13.9MB / 0B,21
