timestamp,cpu_percent,mem_usage,mem_percent,net_io,block_io,pids
2026-03-15T22:05:26.5111165+02:00,0.36%,163.4MiB / 3.672GiB,4.35%,92kB / 361kB,13.4MB / 0B,21
2026-03-15T22:05:28.6064470+02:00,0.25%,163.4MiB / 3.672GiB,4.35%,92.3kB / 361kB,13.4MB / 0B,21
2026-03-15T22:05:31.7066856+02:00,0.74%,163.4MiB / 3.672GiB,4.35%,92.8kB / 362kB,13.4MB / 0B,21
2026-03-15T22:05:34.8414505+02:00,2.01%,163.7MiB / 3.672GiB,4.35%,94kB / 372kB,13.4MB / 0B,21
2026-03-15T22:05:36.9924348+02:00,1.26%,163.4MiB / 3.672GiB,4.35%,94.3kB / 372kB,13.4MB / 0B,21
2026-03-15T22:05:39.1200280+02:00,0.74%,163.4MiB / 3.672GiB,4.35%,94.5kB / 373kB,13.4MB / 0B,21
2026-03-15T22:05:42.2517323+02:00,0.50%,163.4MiB / 3.672GiB,4.35%,94.9kB / 373kB,13.4MB / 0B,21
2026-03-15T22:05:45.4578850+02:00,1.10%,163.4MiB / 3.672GiB,4.35%,95.4kB / 374kB,13.4MB / 0B,21
2026-03-15T22:05:47.6184543+02:00,1.02%,163.4MiB / 3.672GiB,4.35%,95.6kB / 375kB,13.4MB / 0B,21
2026-03-15T22:05:49.7744962+02:00,2.05%,163.4MiB / 3.672GiB,4.35%,96.6kB / 384kB,13.4MB / 0B,21
2026-03-15T22:05:52.9194958+02:00,0.30%,163.4MiB / 3.672GiB,4.35%,96.9kB / 384kB,13.4MB / 0B,21
2026-03-15T22:05:56.0596319+02:00,0.79%,163.4MiB / 3.672GiB,4.35%,97.4kB / 386kB,13.4MB / 0B,21
2026-03-15T22:05:58.1576567+02:00,0.31%,163.4MiB / 3.672GiB,4.35%,97.7kB / 386kB,13.4MB / 0B,21
2026-03-15T22:06:00.3435612+02:00,0.27%,163.4MiB / 3.672GiB,4.35%,98kB / 387kB,13.4MB / 0B,21
2026-03-15T22:06:03.5068111+02:00,0.94%,163.4MiB / 3.672GiB,4.35%,98.7kB / 388kB,13.4MB / 0B,21
2026-03-15T22:06:05.6649839+02:00,2.32%,163.4MiB / 3.672GiB,4.35%,99.7kB / 397kB,13.4MB / 0B,21
2026-03-15T22:06:07.7942485+02:00,0.85%,163.4MiB / 3.672GiB,4.35%,99.9kB / 397kB,13.4MB / 0B,21
2026-03-15T22:06:09.9614404+02:00,1.07%,163.4MiB / 3.672GiB,4.35%,100kB / 398kB,13.4MB / 0B,21
2026-03-15T22:06:13.0652505+02:00,0.42%,163.4MiB / 3.672GiB,4.35%,101kB / 399kB,13.4MB / 0B,21
2026-03-15T22:06:16.2717824+02:00,1.03%,163.4MiB / 3.672GiB,4.35%,101kB / 400kB,13.4MB / 0B,21
2026-03-15T22:06:18.4092854+02:00,0.34%,163.4MiB / 3.672GiB,4.35%,101kB / 400kB,13.4MB / 0B,21
2026-03-15T22:06:21.6054739+02:00,0.96%,163.4MiB / 3.672GiB,4.35%,103kB / 410kB,13.4MB / 0B,21
2026-03-15T22:06:24.8963919+02:00,0.37%,163.4MiB / 3.672GiB,4.35%,103kB / 410kB,13.4MB / 0B,21
2026-03-15T22:06:27.0668512+02:00,0.42%,163.4MiB / 3.672GiB,4.35%,103kB / 411kB,13.4MB / 0B,21
2026-03-15T22:06:29.1925969+02:00,0.35%,163.4MiB / 3.672GiB,4.35%,103kB / 411kB,13.4MB / 0B,21
2026-03-15T22:06:32.2226936+02:00,0.83%,163.4MiB / 3.672GiB,4.35%,104kB / 412kB,13.4MB / 0B,21
2026-03-15T22:06:35.3528896+02:00,1.33%,163.4MiB / 3.672GiB,4.35%,105kB / 421kB,13.4MB / 0B,21
2026-03-15T22:06:37.4694619+02:00,0.31%,163.4MiB / 3.672GiB,4.35%,105kB / 422kB,13.4MB / 0B,21
2026-03-15T22:06:39.6626908+02:00,1.95%,163.4MiB / 3.672GiB,4.35%,106kB / 423kB,13.4MB / 0B,21
2026-03-15T22:06:42.7744182+02:00,0.33%,163.4MiB / 3.672GiB,4.35%,106kB / 423kB,13.4MB / 0B,21
2026-03-15T22:06:45.9240266+02:00,0.91%,163.4MiB / 3.672GiB,4.35%,106kB / 424kB,13.4MB / 0B,21
2026-03-15T22:06:48.0546937+02:00,0.79%,163.4MiB / 3.672GiB,4.35%,107kB / 425kB,13.4MB / 0B,21
2026-03-15T22:06:50.2522248+02:00,1.88%,163.4MiB / 3.672GiB,4.35%,108kB / 434kB,13.4MB / 0B,21
2026-03-15T22:06:53.4966246+02:00,0.80%,163.4MiB / 3.672GiB,4.35%,108kB / 434kB,13.4MB / 0B,21
2026-03-15T22:06:56.7539909+02:00,1.13%,163.4MiB / 3.672GiB,4.35%,109kB / 436kB,13.4MB / 0B,21
2026-03-15T22:06:58.8681647+02:00,0.28%,163.4MiB / 3.672GiB,4.35%,109kB / 436kB,13.4MB / 0B,21
2026-03-15T22:07:01.9465207+02:00,1.22%,163.4MiB / 3.672GiB,4.35%,110kB / 438kB,13.4MB / 0B,21
2026-03-15T22:07:05.1413269+02:00,1.03%,163.7MiB / 3.672GiB,4.35%,111kB / 446kB,13.4MB / 0B,21
2026-03-15T22:07:07.2863402+02:00,0.36%,163.4MiB / 3.672GiB,4.35%,111kB / 447kB,13.4MB / 0B,21
2026-03-15T22:07:09.4429147+02:00,0.39%,163.4MiB / 3.672GiB,4.35%,111kB / 448kB,13.4MB / 0B,21
2026-03-15T22:07:12.6419067+02:00,0.90%,163.4MiB / 3.672GiB,4.35%,112kB / 449kB,13.4MB / 0B,21
2026-03-15T22:07:15.8345240+02:00,0.38%,163.4MiB / 3.672GiB,4.35%,112kB / 449kB,13.4MB / 0B,21
